player_id,player_name,age,nationality,position,secondary_position,foot,height_cm,weight_kg,club,league,matches_played,matches_started,minutes_played,goals,assists,goals_per_90,assists_per_90,xG,xA,xG_per_90,xA_per_90,shots,shots_on_target,shot_accuracy,passes_completed,pass_completion_pct,progressive_passes,key_passes,key_passes_per_90,tackles,tackles_per_90,interceptions,interceptions_per_90,blocks,clearances,aerial_wins,aerial_win_pct,dribbles_completed,dribbles_per_90,dribble_success_pct,progressive_carries,progressive_carries_per_90,carries_final_third,carries_penalty_area,touches,touches_per_90,pressures,pressure_success,pressure_success_pct,sca,sca_per_90,gca,gca_per_90,saves,save_pct,clean_sheets,goals_against,yellow_cards,red_cards,fouls_committed,fouls_drawn,market_value_eur,wage_weekly_eur,contract_expires,current_ability,potential_ability,potential_category,season,scout_recommendation,value_category
909,Leroy Félix,18,Poland,CM,,Right,186,78,Angers,Ligue 1,2,0,190,0,0,0.0,0.0,0.29,0.22,0.138,0.103,3,1,0.333,128,85.2,23,4,2.28,3.4,1.61,2.5,1.18,0.8,2.4,3.6,45.3,1.1,0.53,73.6,7.0,3.3,3.5,0.8,130,62.0,44.7,16.7,37.4,6,2.84,1,0.47,0.0,,,,0,0,5.3,5.7,207318,1000,2028,60,80,Very Good,2024-25,Highly Recommended,Low (<€1M)
910,Nuno Cherki,18,Brazil,RW,RB,Right,174,65,Angers,Ligue 1,3,1,291,1,0,0.309,0.0,0.97,0.45,0.3,0.138,6,2,0.333,129,79.7,22,8,2.49,5.6,1.72,1.8,0.55,1.3,0.6,2.3,53.7,16.5,5.1,47.7,25.6,7.93,8.0,4.1,200,62.0,49.0,17.9,36.6,18,5.57,0,0.0,0.0,,,,0,0,5.5,6.9,732362,1000,2029,55,77,Good,2024-25,Monitor,Low (<€1M)
911,Leroy Bennacer,21,France,RB,,Right,165,65,Angers,Ligue 1,13,9,1009,0,0,0.0,0.0,0.39,0.69,0.034,0.061,6,1,0.167,818,82.5,44,8,0.71,31.5,2.81,13.1,1.17,5.8,46.1,28.0,49.4,7.2,0.65,55.5,26.3,2.34,9.3,4.3,594,53.0,149.7,55.4,37.0,15,1.34,2,0.18,0.0,,,,2,0,15.3,32.8,1137980,1000,2027,59,71,Decent,2024-25,Low Priority,Low-Medium (€1-5M)
912,Malo Gravenberch,16,France,CB,,Right,185,75,Angers,Ligue 1,3,2,279,0,0,0.0,0.0,0.13,0.23,0.041,0.075,2,0,0.0,167,88.7,15,1,0.32,6.7,2.18,3.7,1.18,2.4,15.4,7.9,37.4,4.4,1.41,51.4,4.6,1.49,2.3,0.5,176,57.0,54.2,16.4,30.2,3,0.97,1,0.32,0.0,,,,0,0,4.8,4.7,150579,1000,2029,67,88,Excellent,2024-25,Highly Recommended,Low (<€1M)
913,Alejandro Elliott,21,Ivory Coast,RB,,Left,182,75,Angers,Ligue 1,26,22,2020,0,1,0.0,0.045,0.95,1.36,0.042,0.06,7,2,0.286,1234,90.8,134,10,0.45,40.2,1.79,22.9,1.02,13.6,74.9,47.2,61.4,8.6,0.38,60.4,39.7,1.77,19.2,5.5,1189,53.0,462.7,144.3,31.2,20,0.89,1,0.04,0.0,,,,2,0,53.5,48.1,3163813,1000,2027,66,82,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
914,Aurélien Ferguson,20,England,ST,RW,Right,181,70,Angers,Ligue 1,21,19,1621,11,2,0.611,0.111,5.78,1.71,0.321,0.095,72,32,0.444,450,79.3,36,25,1.4,12.7,0.7,15.4,0.86,4.7,2.4,27.8,60.9,60.7,3.37,57.2,77.4,4.3,33.3,14.6,828,46.0,404.7,121.7,30.1,58,3.22,5,0.28,0.0,,,,4,0,13.6,16.8,4586098,1000,2026,56,73,Decent,2024-25,Recommended,Low-Medium (€1-5M)
915,Sandro Tonali,18,France,CDM,,Right,174,71,Auxerre,Ligue 1,1,0,118,0,0,0.0,0.0,0.07,0.26,0.055,0.197,2,0,0.0,70,86.0,6,2,1.96,2.1,1.58,1.6,1.21,0.5,2.6,2.2,54.7,1.6,1.19,70.5,6.4,4.85,2.1,1.3,74,57.0,22.0,8.8,39.8,4,3.05,1,0.76,0.0,,,,0,0,1.2,2.3,122799,1000,2026,63,84,Very Good,2024-25,Highly Recommended,Low (<€1M)
916,Khvicha Yıldız,20,Argentina,RW,ST,Left,179,66,Auxerre,Ligue 1,7,5,585,2,1,0.308,0.154,1.9,0.89,0.293,0.138,15,5,0.333,214,83.1,19,10,1.63,7.5,1.16,2.4,0.37,2.0,1.0,4.6,36.4,18.2,2.8,55.6,35.3,5.43,19.4,4.6,351,54.0,100.6,32.7,32.5,23,3.54,1,0.15,0.0,,,,0,0,9.8,18.9,1092719,1000,2026,55,73,Decent,2024-25,Low Priority,Low-Medium (€1-5M)
917,Pedri Foden,18,Spain,LW,RW,Right,179,71,Auxerre,Ligue 1,15,14,1174,5,2,0.383,0.153,4.19,2.41,0.321,0.185,51,22,0.431,521,83.3,78,25,1.93,17.9,1.37,13.6,1.04,5.1,4.3,5.1,67.6,64.0,4.91,60.9,104.1,7.98,49.1,19.6,717,55.0,130.8,45.7,34.9,65,4.98,2,0.15,0.0,,,,1,0,12.7,32.5,2810803,1000,2026,59,79,Good,2024-25,Recommended,Low-Medium (€1-5M)
918,Marcus Tchouaméni,18,Ghana,RB,,Right,168,61,Auxerre,Ligue 1,11,9,870,0,0,0.0,0.0,0.43,0.42,0.044,0.044,6,1,0.167,560,86.1,38,5,0.52,30.0,3.1,17.1,1.77,11.6,44.1,18.5,60.0,5.6,0.58,58.2,24.5,2.54,14.4,2.9,802,83.0,144.9,39.8,27.5,11,1.14,2,0.21,0.0,,,,2,0,19.1,28.8,921019,1000,2029,58,72,Decent,2024-25,Monitor,Low (<€1M)
919,Bradley Jota,20,Turkey,RB,,Right,178,67,Auxerre,Ligue 1,2,0,204,0,0,0.0,0.0,0.05,0.11,0.023,0.049,0,0,0.0,117,86.4,6,0,0.0,8.6,3.79,3.3,1.43,2.4,8.1,8.9,65.4,2.1,0.94,57.4,5.3,2.34,1.9,0.9,174,77.0,55.5,20.7,37.3,1,0.44,1,0.44,0.0,,,,0,0,3.9,6.0,308074,1000,2027,73,83,Very Good,2024-25,Highly Recommended,Low (<€1M)
920,Kaoru Zaïre-Emery,22,Serbia,GK,,Right,198,79,Auxerre,Ligue 1,25,22,1904,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,317,78.3,42,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,47.0,0.0,0.0,66.8,21.2,1.0,10.3,2.0,803,38.0,344.2,111.8,32.5,4,0.19,1,0.05,42.3,67.0,8.0,23.0,1,0,31.1,61.2,1642084,1000,2028,85,90,World Class,2024-25,Highly Recommended,Low-Medium (€1-5M)
921,Harvey Højlund,18,Nigeria,LB,,Right,177,65,Auxerre,Ligue 1,16,13,1246,0,0,0.0,0.0,0.54,0.7,0.039,0.051,5,2,0.4,664,88.6,83,8,0.58,45.5,3.29,24.5,1.77,23.8,27.8,41.4,63.7,14.3,1.04,59.0,36.0,2.6,14.4,4.2,692,50.0,150.1,52.9,35.3,19,1.37,2,0.14,0.0,,,,0,0,17.6,36.3,1505304,1000,2028,66,84,Very Good,2024-25,Must Sign,Low-Medium (€1-5M)
922,Harvey Šeško,22,France,CDM,LW,Right,176,61,Auxerre,Ligue 1,9,9,710,0,0,0.0,0.0,0.33,0.51,0.041,0.065,8,3,0.375,497,92.3,78,14,1.81,19.6,2.48,8.6,1.09,7.3,10.6,15.6,48.6,15.7,1.99,67.0,23.5,2.98,7.7,4.4,520,66.0,185.8,48.2,25.9,23,2.92,2,0.25,0.0,,,,0,0,19.7,21.6,530099,1000,2027,63,75,Good,2024-25,Low Priority,Low (<€1M)
923,Kenan Cherki,17,Denmark,RB,LB,Right,179,64,Auxerre,Ligue 1,7,3,570,0,0,0.0,0.0,0.33,0.39,0.052,0.061,3,1,0.333,392,93.0,19,3,0.47,23.0,3.64,10.9,1.72,5.6,17.5,22.5,68.6,5.4,0.86,67.4,19.9,3.15,6.7,1.1,494,78.0,83.6,23.5,28.1,8,1.26,0,0.0,0.0,,,,0,0,12.7,8.8,174421,1000,2026,63,86,Excellent,2024-25,Must Sign,Low (<€1M)
924,Takefusa Mbappé,18,Germany,CM,CDM,Right,179,70,Auxerre,Ligue 1,8,8,636,1,0,0.142,0.0,0.26,0.92,0.037,0.13,8,2,0.25,445,83.1,77,15,2.21,12.2,1.73,16.4,2.31,7.9,7.0,16.1,48.7,9.9,1.4,67.8,31.6,4.47,13.2,4.3,424,60.0,116.7,34.3,29.4,24,3.4,2,0.28,0.0,,,,1,0,4.4,11.2,1486800,1000,2029,58,78,Good,2024-25,Monitor,Low-Medium (€1-5M)
925,Enzo Gavi,22,Brazil,ST,RW,Left,184,67,Auxerre,Ligue 1,21,19,1596,10,3,0.564,0.169,8.97,3.37,0.506,0.19,86,36,0.419,549,78.6,35,26,1.5,19.5,1.1,17.1,0.96,6.4,8.4,51.9,60.3,39.1,2.21,54.2,60.9,3.43,34.0,11.5,673,38.0,259.1,68.8,26.6,50,2.82,7,0.39,0.0,,,,4,0,40.6,45.9,4060550,1000,2028,78,83,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
926,Kaoru Félix,22,USA,ST,,Right,181,70,Auxerre,Ligue 1,9,5,745,2,1,0.242,0.121,3.13,0.57,0.378,0.068,35,13,0.371,198,80.8,24,19,2.3,10.7,1.29,2.1,0.25,3.1,1.8,13.1,53.1,14.7,1.78,48.4,32.7,3.95,14.4,3.3,322,39.0,168.7,66.6,39.5,29,3.5,3,0.36,0.0,,,,0,0,19.9,14.1,1361633,1000,2026,81,88,Excellent,2024-25,Recommended,Low-Medium (€1-5M)
927,Marcus van de Ven,18,Belgium,RB,,Right,172,71,Auxerre,Ligue 1,6,2,454,0,0,0.0,0.0,0.16,0.14,0.032,0.027,3,0,0.0,312,83.9,25,2,0.4,8.0,1.59,13.5,2.68,4.9,24.4,18.7,58.0,2.9,0.58,66.9,19.7,3.9,10.0,3.5,317,63.0,98.5,38.4,39.0,6,1.19,0,0.0,0.0,,,,1,0,4.2,9.0,674384,1000,2028,68,90,World Class,2024-25,Highly Recommended,Low (<€1M)
928,Kylian Mitoma,17,Argentina,RW,,Right,174,67,Auxerre,Ligue 1,7,6,591,2,0,0.305,0.0,1.21,1.64,0.184,0.25,20,9,0.45,288,85.4,39,11,1.68,5.3,0.81,6.5,1.0,1.7,0.9,6.7,35.7,25.7,3.92,57.2,46.2,7.04,26.7,6.0,420,64.0,108.4,35.1,32.4,28,4.26,0,0.0,0.0,,,,0,0,11.2,10.5,454136,1000,2029,55,77,Good,2024-25,Recommended,Low (<€1M)
929,Leroy Wirtz,22,England,LW,,Right,177,67,Brest,Ligue 1,21,21,1649,6,3,0.327,0.164,4.95,3.56,0.27,0.194,40,20,0.5,549,78.4,128,35,1.95,35.7,1.95,12.6,0.69,1.9,8.0,18.7,68.8,47.5,2.59,69.8,76.1,4.15,29.9,13.3,1172,64.0,435.6,169.9,39.0,65,3.55,3,0.16,0.0,,,,1,0,14.3,26.4,3271623,1000,2026,72,84,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
930,Takefusa Garnacho,19,Italy,LB,CAM,Left,173,71,Brest,Ligue 1,4,2,336,0,0,0.0,0.0,0.05,0.1,0.014,0.027,1,0,0.0,209,88.8,26,2,0.54,11.1,2.97,4.7,1.26,4.7,9.7,10.9,54.0,3.1,0.84,59.5,11.3,3.04,4.0,1.6,231,62.0,77.3,26.6,34.4,5,1.34,2,0.54,0.0,,,,0,0,2.1,9.2,500021,1000,2028,55,68,Decent,2024-25,Low Priority,Low (<€1M)
931,Xavi Chiesa,21,Argentina,CDM,,Right,187,72,Brest,Ligue 1,14,12,1112,1,1,0.081,0.081,0.85,0.73,0.069,0.059,16,5,0.312,617,88.0,86,19,1.58,37.2,3.01,26.8,2.17,10.8,7.6,26.3,62.8,7.9,0.64,64.5,55.2,4.47,28.8,5.1,815,66.0,132.9,42.6,32.1,32,2.59,2,0.16,0.0,,,,1,0,21.5,17.9,2167559,1000,2027,62,72,Decent,2024-25,Low Priority,Low-Medium (€1-5M)
932,Jeremy Mitoma,21,Germany,LB,,Left,179,68,Brest,Ligue 1,14,10,1091,0,0,0.0,0.0,0.42,1.17,0.034,0.097,9,3,0.333,654,89.8,60,7,0.58,30.0,2.47,31.0,2.56,6.4,43.5,28.4,53.1,7.3,0.6,52.5,36.2,2.99,20.8,5.0,897,74.0,292.3,88.9,30.4,16,1.32,2,0.16,0.0,,,,2,0,29.4,35.0,1366612,1000,2027,63,76,Good,2024-25,Monitor,Low-Medium (€1-5M)
933,Eduardo Bellingham,21,Netherlands,LW,,Right,183,75,Brest,Ligue 1,19,15,1448,6,2,0.373,0.124,2.78,4.3,0.173,0.267,36,15,0.417,482,76.3,80,41,2.56,19.5,1.21,17.1,1.06,8.0,5.3,13.2,55.7,53.2,3.3,67.3,103.0,6.4,40.1,6.5,820,51.0,396.0,121.5,30.7,77,4.79,3,0.19,0.0,,,,0,0,33.8,22.7,2600583,1000,2029,73,86,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
934,Aurélien Camavinga,19,Netherlands,RW,CB,Right,177,71,Brest,Ligue 1,14,11,1083,4,1,0.332,0.083,4.76,3.28,0.395,0.272,33,13,0.394,385,83.2,36,27,2.32,21.3,1.77,11.2,0.93,9.4,3.3,16.7,47.5,48.0,3.99,51.2,76.8,6.38,43.7,11.9,529,44.0,209.3,70.3,33.6,57,4.74,4,0.33,0.0,,,,1,0,17.2,16.2,3171580,1000,2027,55,71,Decent,2024-25,Monitor,Low-Medium (€1-5M)
935,Castello Dembélé,20,Spain,CB,CM,Left,187,69,Brest,Ligue 1,5,5,402,0,0,0.0,0.0,0.26,0.12,0.058,0.027,1,0,0.0,178,88.2,26,2,0.45,15.6,3.49,9.9,2.22,7.3,14.9,10.8,45.2,5.8,1.29,52.8,16.1,3.6,7.2,2.5,272,61.0,63.8,23.5,36.8,6,1.34,2,0.45,0.0,,,,0,0,9.7,8.8,311199,1000,2029,77,88,Excellent,2024-25,Highly Recommended,Low (<€1M)
936,Jamal Elliott,20,Germany,RW,,Right,177,72,Brest,Ligue 1,22,22,1666,3,3,0.162,0.162,5.12,4.92,0.276,0.266,50,22,0.44,536,85.1,92,62,3.39,31.4,1.7,8.5,0.46,9.0,7.7,18.4,53.6,69.0,3.73,70.4,80.7,4.36,48.1,13.7,1073,58.0,225.3,73.7,32.7,99,5.35,4,0.22,0.0,,,,2,0,24.0,37.0,2380356,1000,2029,75,84,Very Good,2024-25,Must Sign,Low-Medium (€1-5M)
937,Enzo Wirtz,19,Denmark,GK,,Right,195,83,Brest,Ligue 1,20,19,1549,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,447,73.1,68,0,0.0,0.0,0.0,17.2,1.0,0.0,34.4,0.0,35.0,0.0,0.0,47.7,17.2,1.0,5.8,1.5,636,37.0,315.3,116.5,37.0,3,0.17,2,0.12,34.4,80.1,7.0,35.0,2,0,26.4,37.8,1777463,1000,2027,60,76,Good,2024-25,Recommended,Low-Medium (€1-5M)
938,Gonçalo Conceição,21,France,GK,,Left,194,71,Brest,Ligue 1,23,19,1740,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,367,72.7,77,0,0.0,0.0,0.0,19.3,1.0,0.0,0.0,0.0,57.8,0.0,0.0,72.6,19.3,1.0,9.8,1.6,850,44.0,472.5,169.1,35.8,3,0.16,2,0.1,58.0,66.1,5.0,28.0,2,0,45.7,23.9,2046722,1000,2026,67,76,Good,2024-25,Monitor,Low-Medium (€1-5M)
939,Rasmus Fernández,21,France,RW,CM,Right,181,76,Brest,Ligue 1,19,18,1442,3,2,0.187,0.125,3.55,2.1,0.221,0.131,40,21,0.525,640,85.6,96,31,1.97,19.1,1.19,14.0,0.87,12.6,6.0,22.1,59.5,79.5,4.96,69.6,110.7,6.91,59.2,7.8,753,47.0,231.0,70.9,30.7,77,4.81,3,0.19,0.0,,,,4,0,13.7,45.0,2267703,1000,2026,69,84,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
940,Ryan Tonali,22,USA,CB,,Right,189,80,Brest,Ligue 1,12,10,954,0,0,0.0,0.0,0.59,0.25,0.056,0.024,3,0,0.0,678,86.6,53,3,0.28,30.1,2.84,16.2,1.52,13.3,45.9,27.4,37.8,6.0,0.56,73.6,17.7,1.67,5.9,2.6,614,58.0,91.4,35.8,39.1,8,0.75,0,0.0,0.0,,,,1,0,15.5,12.9,1034271,1000,2026,80,89,Excellent,2024-25,Recommended,Low-Medium (€1-5M)
941,Rayan Kolo Muani,20,Japan,CB,CDM,Both,187,71,Brest,Ligue 1,3,0,294,0,0,0.0,0.0,0.04,0.03,0.014,0.008,1,0,0.0,160,90.7,13,1,0.31,10.7,3.27,4.0,1.24,5.6,10.4,10.2,45.4,2.3,0.71,49.4,9.8,3.01,4.7,1.6,166,51.0,52.5,15.9,30.2,3,0.92,1,0.31,0.0,,,,0,0,6.2,8.1,407713,1000,2029,72,89,Excellent,2024-25,Highly Recommended,Low (<€1M)
942,Rafael Mitoma,19,France,RW,,Right,182,68,Brest,Ligue 1,13,12,1015,5,2,0.443,0.177,2.92,3.36,0.259,0.298,26,11,0.423,372,87.0,45,20,1.84,10.3,0.91,13.2,1.17,8.2,2.1,5.0,36.2,36.9,3.27,71.2,78.5,6.96,37.7,5.6,496,44.0,275.4,99.9,36.3,47,4.17,2,0.18,0.0,,,,1,0,15.2,33.1,2029497,1000,2027,74,91,World Class,2024-25,Must Sign,Low-Medium (€1-5M)
943,Bradley Doué,19,France,CDM,CB,Left,187,79,Brest,Ligue 1,1,0,90,0,0,0.0,0.0,0.05,0.05,0.052,0.051,1,0,0.0,67,88.9,6,2,2.24,2.9,2.91,1.2,1.19,1.1,0.7,1.9,41.2,0.7,0.71,67.8,2.9,2.87,1.3,0.4,75,75.0,22.3,8.0,35.9,3,3.0,1,1.0,0.0,,,,0,0,2.0,1.9,83077,1000,2026,70,89,Excellent,2024-25,Highly Recommended,Low (<€1M)
944,Mason Barcola,18,Italy,GK,RW,Left,199,80,Le Havre,Ligue 1,12,8,963,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,278,91.6,42,0,0.0,0.0,0.0,10.7,1.0,0.0,21.4,10.7,35.8,0.0,0.0,72.2,0.0,0.0,0.0,0.0,460,43.0,259.8,102.5,39.5,0,0.0,2,0.19,32.1,76.4,3.0,15.0,0,0,24.9,9.9,1675775,1000,2028,57,75,Good,2024-25,Monitor,Low-Medium (€1-5M)
945,Francisco Onana,16,Greece,LB,CAM,Right,178,71,Le Havre,Ligue 1,10,10,759,0,0,0.0,0.0,0.34,0.66,0.041,0.079,4,1,0.25,362,89.2,42,1,0.12,32.4,3.84,13.0,1.54,9.0,34.1,17.6,41.5,9.9,1.18,57.1,20.0,2.37,7.6,1.1,421,50.0,108.8,31.2,28.6,7,0.83,1,0.12,0.0,,,,1,0,20.1,11.9,431263,1000,2027,63,84,Very Good,2024-25,Highly Recommended,Low (<€1M)
946,Vinícius Fati,17,Germany,LB,,Both,176,73,Le Havre,Ligue 1,7,4,581,0,0,0.0,0.0,0.36,0.09,0.056,0.014,4,1,0.25,464,90.8,38,2,0.31,10.4,1.61,9.8,1.52,3.9,14.4,13.1,58.8,6.8,1.06,45.7,22.3,3.45,6.8,2.4,477,74.0,154.6,53.9,34.8,8,1.24,0,0.0,0.0,,,,0,0,13.0,14.6,183402,1000,2028,56,76,Good,2024-25,Monitor,Low (<€1M)
947,Eduardo Bennacer,18,Netherlands,LW,,Left,169,71,Le Havre,Ligue 1,10,9,777,4,2,0.463,0.232,2.77,1.83,0.321,0.212,22,9,0.409,302,78.4,34,24,2.82,7.5,0.87,6.1,0.71,3.0,1.4,12.5,62.3,45.5,5.27,63.6,38.2,4.42,19.3,3.3,492,57.0,85.1,27.7,32.5,45,5.21,4,0.46,0.0,,,,0,0,4.7,14.2,3424516,1000,2026,65,79,Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
948,Sandro Foden,19,Germany,CM,,Right,176,65,Le Havre,Ligue 1,9,8,717,0,1,0.0,0.126,0.32,1.01,0.04,0.127,7,2,0.286,406,88.3,79,17,2.24,17.3,2.17,10.2,1.29,6.8,14.5,7.3,36.9,7.9,0.99,63.7,30.2,3.79,14.4,5.5,509,64.0,153.2,44.9,29.3,26,3.26,0,0.0,0.0,,,,1,0,7.7,22.1,1156324,1000,2026,68,88,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
949,Youssouf Pedri,20,France,CDM,CM,Right,173,74,Le Havre,Ligue 1,13,9,981,1,1,0.092,0.092,0.45,0.75,0.041,0.069,11,3,0.273,501,89.1,109,17,1.57,27.5,2.52,16.0,1.46,15.1,14.5,23.3,64.5,20.6,1.89,47.6,22.6,2.07,6.8,3.9,730,67.0,167.5,50.8,30.3,27,2.48,1,0.09,0.0,,,,1,0,11.0,28.6,1164218,1000,2027,73,83,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
950,Vinícius Leão,20,Italy,CM,,Right,184,72,Le Havre,Ligue 1,21,21,1591,1,2,0.057,0.113,1.35,2.48,0.076,0.14,25,10,0.4,1149,89.4,106,23,1.31,49.0,2.77,20.5,1.16,25.9,10.4,27.3,48.6,23.1,1.31,50.3,75.4,4.27,31.0,11.6,1166,66.0,362.3,140.6,38.8,45,2.55,3,0.17,0.0,,,,1,0,13.3,42.3,2831495,1000,2026,64,73,Decent,2024-25,Monitor,Low-Medium (€1-5M)
951,Evan Ramos,22,Croatia,CAM,CB,Both,166,62,Le Havre,Ligue 1,15,13,1184,4,3,0.304,0.228,3.38,3.07,0.257,0.233,38,14,0.368,670,83.6,105,49,3.76,10.6,0.8,9.5,0.72,2.8,6.2,8.4,58.5,20.1,1.53,50.2,61.8,4.7,32.1,9.2,828,63.0,214.3,72.8,34.0,67,5.09,4,0.3,0.0,,,,0,0,32.1,20.9,2982782,1000,2028,59,69,Decent,2024-25,Low Priority,Low-Medium (€1-5M)
952,Harvey Olise,22,Uruguay,RW,CB,Left,180,65,Le Havre,Ligue 1,4,1,351,0,0,0.0,0.0,0.86,1.11,0.221,0.286,14,5,0.357,113,87.6,19,11,2.94,5.7,1.47,1.4,0.36,1.3,1.9,1.4,49.3,10.2,2.61,53.8,34.5,8.85,20.1,6.8,191,49.0,60.8,23.6,38.8,21,5.38,2,0.51,0.0,,,,0,0,4.0,3.3,361812,1000,2028,58,68,Decent,2024-25,Low Priority,Low (<€1M)
953,Kylian Tonali,20,Belgium,CB,,Right,182,75,Le Havre,Ligue 1,2,2,213,0,0,0.0,0.0,0.04,0.06,0.015,0.024,0,0,0.0,158,84.3,16,1,0.42,4.4,1.84,6.8,2.88,4.1,9.6,6.0,49.7,3.3,1.39,60.5,6.1,2.58,3.6,0.8,191,81.0,35.4,9.8,27.8,3,1.27,1,0.42,0.0,,,,0,0,2.1,7.0,326725,1000,2029,68,78,Good,2024-25,Low Priority,Low (<€1M)
954,Florian Garnacho,21,England,RW,,Right,171,59,Le Havre,Ligue 1,30,26,2291,11,8,0.432,0.314,6.36,6.0,0.25,0.236,85,42,0.494,1094,82.1,178,64,2.52,17.0,0.67,9.5,0.37,2.9,6.9,16.0,67.5,130.7,5.13,60.6,212.2,8.34,90.8,20.5,1221,48.0,579.0,170.6,29.5,145,5.7,9,0.35,0.0,,,,3,0,26.6,59.8,3929080,1000,2028,75,84,Very Good,2024-25,Must Sign,Low-Medium (€1-5M)
955,Kaoru Fofana,22,Sweden,RB,,Left,183,65,Le Havre,Ligue 1,1,1,120,0,0,0.0,0.0,0.01,0.04,0.008,0.027,0,0,0.0,73,88.7,6,0,0.0,4.0,3.04,3.4,2.55,2.3,3.8,3.8,37.5,0.6,0.45,57.5,4.7,3.53,1.7,0.7,94,71.0,13.5,4.0,29.7,1,0.75,0,0.0,0.0,,,,0,0,1.8,1.4,162885,1000,2028,75,84,Very Good,2024-25,Recommended,Low (<€1M)
956,Rodrygo Mbappé,20,Portugal,CDM,,Right,176,63,Le Havre,Ligue 1,18,18,1359,0,1,0.0,0.066,1.86,1.34,0.123,0.089,14,4,0.286,1011,89.2,135,29,1.97,32.4,2.14,35.5,2.35,12.7,19.2,36.4,63.4,29.7,1.97,73.0,57.6,3.82,22.7,7.7,936,62.0,259.8,76.9,29.6,50,3.31,2,0.13,0.0,,,,0,0,32.4,32.5,2004442,1000,2029,79,89,Excellent,2024-25,Highly Recommended,Low-Medium (€1-5M)
957,Lamine Gyökeres,19,Germany,RB,,Right,180,63,Lens,Ligue 1,20,20,1524,0,0,0.0,0.0,0.32,1.36,0.019,0.08,12,4,0.333,897,85.5,84,12,0.71,48.5,2.86,20.5,1.21,29.5,40.5,38.8,54.4,12.8,0.76,45.1,57.9,3.42,27.5,6.0,1168,69.0,263.6,83.2,31.6,27,1.59,1,0.06,0.0,,,,4,0,34.2,33.0,2080309,1000,2028,61,79,Good,2024-25,Recommended,Low-Medium (€1-5M)
958,Evan Chiesa,20,Germany,CM,LB,Right,187,69,Lens,Ligue 1,4,2,337,0,0,0.0,0.0,0.28,0.68,0.075,0.182,4,1,0.25,250,90.7,22,6,1.84,7.8,2.07,4.6,1.22,1.5,3.2,7.7,69.0,6.6,1.76,72.0,16.9,4.52,9.6,0.9,243,65.0,44.6,15.3,34.3,12,3.2,0,0.0,0.0,,,,0,0,2.1,7.0,551668,1000,2029,61,73,Decent,2024-25,Low Priority,Low (<€1M)
959,Rafael Zaïre-Emery,21,Japan,CM,,Right,179,64,Lens,Ligue 1,10,8,809,0,1,0.0,0.111,0.7,0.6,0.078,0.067,8,2,0.25,602,91.6,62,17,1.94,15.8,1.75,17.2,1.92,9.1,6.5,13.4,55.4,14.7,1.63,52.5,14.0,1.56,6.2,2.0,629,70.0,224.1,80.7,36.0,24,2.67,2,0.22,0.0,,,,0,0,17.4,20.1,1395875,1000,2027,74,82,Very Good,2024-25,Recommended,Low-Medium (€1-5M)
960,Gavi Simons,19,Netherlands,GK,,Left,191,79,Lens,Ligue 1,6,2,466,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,108,76.4,15,0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,48.1,0.0,0.0,52.6,0.0,0.0,0.0,0.0,227,44.0,128.1,46.6,36.4,0,0.0,0,0.0,10.4,75.2,2.0,10.0,0,0,3.5,11.0,657402,1000,2029,67,87,Excellent,2024-25,Highly Recommended,Low (<€1M)
961,Cole Kolo Muani,21,Netherlands,ST,,Left,193,76,Lens,Ligue 1,19,18,1492,11,3,0.664,0.181,10.63,2.7,0.641,0.163,59,33,0.559,331,76.5,16,25,1.56,21.2,1.28,15.5,0.93,4.6,4.7,61.3,53.0,18.5,1.12,65.8,63.9,3.85,25.0,10.4,513,31.0,385.0,104.3,27.1,44,2.65,5,0.3,0.0,,,,1,0,31.1,42.2,4869988,1128,2026,71,80,Very Good,2024-25,Highly Recommended,Low-Medium (€1-5M)
962,Aurélien Kolo Muani,22,Germany,CDM,CM,Right,176,62,Lens,Ligue 1,11,9,861,0,0,0.0,0.0,0.41,0.63,0.043,0.066,12,3,0.25,660,89.3,66,23,2.46,19.2,2.01,12.0,1.25,8.6,11.7,14.3,55.9,12.4,1.29,45.3,22.1,2.31,7.6,3.4,526,55.0,169.3,66.0,39.0,31,3.24,0,0.0,0.0,,,,0,0,9.6,17.2,859107,1000,2029,78,89,Excellent,2024-25,Recommended,Low (<€1M)
